artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
Mike Azevedo,3,PALADIN,true,6,41145,"Ironically, his favorite number is 4.",7,UNG_015,Sunkeeper Tarim,PALADIN,LEGENDARY,,UNGORO,"<b>Taunt</b>
<b>Battlecry:</b> Set all other minions' Attack and Health to 3.",MINION,BATTLECRY,,,,,,,TAUNT,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Reynolds,,DRUID,true,1,40397,The mark of the Lotus is a little flower drawn in permanent marker on the ankle.,,CFM_614,Mark of the Lotus,DRUID,COMMON,,GANGS,Give your minions +1/+1.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,2,NEUTRAL,true,2,1783,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",2,FP1_004,Mad Scientist,NEUTRAL,COMMON,SECRET,NAXX,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,MINION,DEATHRATTLE,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonboy Meyers,1,NEUTRAL,true,1,1910,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",2,FP1_028,Undertaker,NEUTRAL,COMMON,DEATHRATTLE,NAXX,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",MINION,,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan & Gabor,6,WARLOCK,true,6,1019,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion",6,CS2_064,Dread Infernal,WARLOCK,FREE,,CORE,<b>Battlecry:</b> Deal 1 damage to ALL other characters.,MINION,BATTLECRY,Unlocked at Level 23.,DEMON,Unlocked at Level 10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Horsley,,SHAMAN,true,1,299,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",,EX1_251,Forked Lightning,SHAMAN,COMMON,,EXPERT1,Deal $2 damage to 2 random enemy minions. <b>Overload:</b> (2),SPELL,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,5,DRUID,true,3,41086,"And so the bartender says, “Why the long neck?”",1,UNG_109,Elder Longneck,DRUID,COMMON,ADAPT,UNGORO,"<b>Battlecry:</b> If you're holding a minion with 5 or more Attack, <b>Adapt</b>.",MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,UNG_999t10,UNG_999t2,UNG_999t3,UNG_999t4,UNG_999t5,UNG_999t6,UNG_999t7,UNG_999t8,UNG_999t13,UNG_999t14,,,,,,,,,,,,,,,,,,,,,,,,,
Slawomir Maniak,,HUNTER,true,2,41350,"Ooh.  I'll have a bite of this, and of this, and of this...",,UNG_910,Grievous Bite,HUNTER,COMMON,,UNGORO,Deal $2 damage to a minion and $1 damage to adjacent ones.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,,SHAMAN,true,5,1171,blaarghghLLGHRHARAAHAHHH!!,,CS2_046,Bloodlust,SHAMAN,FREE,,CORE,Give your minions +3 Attack this turn.,SPELL,,Unlocked at Level 40.,,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Hanna,3,NEUTRAL,true,4,39041,What are the qualifications for being a 'Horror?'  Just how horrible do you have to be?,3,OG_337,Cyclopian Horror,NEUTRAL,EPIC,,OG,<b>Taunt</b>. <b>Battlecry:</b> Gain      +1 Health for each enemy minion.,MINION,BATTLECRY,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,1,NEUTRAL,true,4,38833,"If you strike him down, he shall become more powerful than you can possibly imagine.",1,OG_272,Twilight Summoner,NEUTRAL,EPIC,,OG,<b>Deathrattle:</b> Summon a 5/5 Faceless Destroyer.,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,2,PALADIN,true,1,40531,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",1,CFM_650,Grimscale Chum,PALADIN,COMMON,,GANGS,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",MINION,BATTLECRY,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,4,NEUTRAL,true,7,2757,What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.,6,AT_070,Skycap'n Kragg,NEUTRAL,LEGENDARY,,TGT,"<b>Charrrrrge</b>
Costs (1) less for each friendly Pirate.",MINION,CHARGE,,PIRATE,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genevieve Tsai & Nutchapol,2,NEUTRAL,true,4,38408,You no take tentacle!,2,OG_082,Evolved Kobold,NEUTRAL,COMMON,,OG,<b>Spell Damage +2</b>,MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Adam Byrne,3,PRIEST,true,4,39033,"Wait, what kind of acolyte doesn't wear a hood?",6,OG_334,Hooded Acolyte,PRIEST,COMMON,,OG,"Whenever a character is healed, give your
C'Thun +1/+1 <i>(wherever it is).</i>",MINION,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Staples,4,NEUTRAL,true,3,2576,Listen all y'all it's a saboteur!,3,AT_086,Saboteur,NEUTRAL,RARE,,TGT,<b>Battlecry:</b> Your opponent's Hero Power costs (5) more next turn.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Garner,,PALADIN,true,6,1174,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,,EX1_384,Avenging Wrath,PALADIN,EPIC,,EXPERT1,Deal $8 damage randomly split among all enemies.,SPELL,ImmuneToSpellpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Bowden,3,NEUTRAL,true,5,1793,DO NOT GIVE HIM A ROOT BEER.,5,FP1_012,Sludge Belcher,NEUTRAL,RARE,,NAXX,"<b>Taunt
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.",MINION,DEATHRATTLE,"Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,"Unlocked in The Plague Quarter, in the Naxxramas adventure.",,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,4,NEUTRAL,true,6,38873,"""honey, can u run down to the store and pick up some 10 cost minions? thx""",6,OG_290,Ancient Harbinger,NEUTRAL,EPIC,,OG,"At the start of your turn, put a 10-Cost minion from your deck into your hand.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Wang,7,PRIEST,true,7,9,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",7,EX1_350,Prophet Velen,PRIEST,LEGENDARY,,EXPERT1,Double the damage and healing of your spells and Hero Power.,MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Jacobs,,DRUID,true,5,493,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",,EX1_571,Force of Nature,DRUID,EPIC,,EXPERT1,Summon three 2/2 Treants.,SPELL,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutchapol Thitinunthakorn,,PRIEST,true,2,41169,This one’s a bird. And here’s a bunny!,,UNG_029,Shadow Visions,PRIEST,EPIC,DISCOVER,UNGORO,<b>Discover</b> a copy of a spell in your deck.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Chin,,SHAMAN,true,1,767,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",,EX1_245,Earth Shock,SHAMAN,COMMON,,EXPERT1,"<b>Silence</b> a minion, then deal $1 damage to it.",SPELL,SILENCE,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Eastburn,4,DRUID,true,4,38621,Amberweaving is a specialty course at the local trade school.,5,OG_188,Klaxxi Amber-Weaver,DRUID,RARE,,OG,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",MINION,BATTLECRY,,,,,,,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,4,NEUTRAL,true,5,2079,Do not push the big red button!,5,GVG_111,Mimiron's Head,NEUTRAL,LEGENDARY,,GVG,"At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.",MINION,,,MECHANICAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Reynolds,,WARLOCK,true,1,982,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",,CS2_063,Corruption,WARLOCK,FREE,,CORE,"Choose an enemy minion. At the start of your turn, destroy it.",SPELL,,Unlocked at Level 32.,,Unlocked at Level 2.,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,2,MAGE,true,2,41162,"If you strike her down, she shall become more powerful than you can possibly… well, she'll become a 6/6 anyways.",2,UNG_027,Pyros,MAGE,LEGENDARY,,UNGORO,<b>Deathrattle:</b> Return this to your hand as a 6/6 that costs (6).,MINION,DEATHRATTLE,,ELEMENTAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,6,NEUTRAL,true,8,38895,"Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",7,OG_300,The Boogeymonster,NEUTRAL,LEGENDARY,,OG,"Whenever this attacks and kills a minion, gain +2/+2.",MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Saunders,3,PRIEST,true,5,42046,"Arise, fair sun, and kill my envious foes. They don't have a legendary as beautiful as you.",5,UNG_963,Lyra the Sunshard,PRIEST,LEGENDARY,,UNGORO,"Whenever you cast a spell, add a random Priest spell to your hand.",MINION,,,ELEMENTAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio Herrera,,MAGE,true,5,2284,"Dragons breathe fire, sure, but did you know they can also breathe Cotton Candy?  It's harder to give them a reason to do that, though.",,BRM_003,Dragon's Breath,MAGE,COMMON,,BRM,Deal $4 damage. Costs (1) less for each minion that died this turn.,SPELL,,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Mahy,2,NEUTRAL,true,4,523,She is still working on installing the rocket launcher add-on for Mr. Bitey.,4,EX1_025,Dragonling Mechanic,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,MINION,BATTLECRY,Unlocked at Mage Level 53.,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phroilan Gardner,3,PRIEST,true,3,1807,The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.,4,FP1_023,Dark Cultist,PRIEST,COMMON,,NAXX,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,MINION,DEATHRATTLE,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Komarck,3,MAGE,true,4,1737,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,3,EX1_274,Ethereal Arcanist,MAGE,RARE,SECRET,EXPERT1,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Ordonez,,MAGE,true,3,366,"While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.",,tt_010,Spellbender,MAGE,EPIC,,EXPERT1,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.",SPELL,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,6,NEUTRAL,true,8,2081,"Foe reaping is really not so different from harvest reaping, at the end of the day.",9,GVG_113,Foe Reaper 4000,NEUTRAL,LEGENDARY,,GVG,Also damages the minions next to whomever it attacks.,MINION,,,MECHANICAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Zemskov,5,NEUTRAL,true,3,2594,He's a lot cooler than Magma Rager.,2,AT_092,Ice Rager,NEUTRAL,COMMON,,TGT,,MINION,,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Zanchetin,2,WARRIOR,true,5,40574,The rent is cheap and she passes the savings onto YOU!,7,CFM_756,Alley Armorsmith,WARRIOR,RARE,,GANGS,"[x]<b>Taunt</b>
Whenever this minion
deals damage, gain
that much Armor.",MINION,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Bowden,,WARRIOR,true,1,41427,Why does an active volcano need to be defended? To save its ash.,,UNG_934,Fire Plume's Heart,WARRIOR,LEGENDARY,TAUNT,UNGORO,"[x]<b>Quest:</b> Play
7 <b>Taunt</b> minions.
<b>Reward:</b> Sulfuras.",SPELL,QUEST,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonboy Meyers,,HUNTER,true,2,2260,Han shot first.,,BRM_013,Quick Shot,HUNTER,COMMON,,BRM,"Deal $3 damage.
If your hand is empty, draw a card.",SPELL,,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,4,NEUTRAL,true,3,921,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",2,EX1_017,Jungle Panther,NEUTRAL,COMMON,,EXPERT1,<b>Stealth</b>,MINION,STEALTH,,BEAST,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Horsley,1,NEUTRAL,true,2,39554,She can tell you all about the history of people not STANDING IN THE GREEN BEAM!,3,KAR_062,Netherspite Historian,NEUTRAL,COMMON,DISCOVER,KARA,"<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b>
a Dragon.",MINION,BATTLECRY,"Crafting unlocked in the Spire, in One Night in Karazhan.",,"Unlocked in the Spire, in One Night in Karazhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Gaser,,HUNTER,true,2,519,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",,EX1_611,Freezing Trap,HUNTER,COMMON,,EXPERT1,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.",SPELL,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rahn,12,DRUID,true,10,41954,Millennia of evolutionary pressures turned his species into the Faerie Dragons we know today.,12,UNG_852,Tyrantus,DRUID,LEGENDARY,,UNGORO,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_SPELLS,,BEAST,,,,,CANT_BE_TARGETED_BY_HERO_POWERS,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phroilan Gardner,3,NEUTRAL,true,4,34,"The first time they tried to guard Silvermoon against the scourge, it didn’t go so well…",3,EX1_023,Silvermoon Guardian,NEUTRAL,COMMON,,EXPERT1,<b>Divine Shield</b>,MINION,DIVINE_SHIELD,,,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chippy,,WARLOCK,true,4,950,It's spells like these that make it hard for Warlocks to get decent help.,,CS2_062,Hellfire,WARLOCK,FREE,,CORE,Deal $3 damage to ALL characters.,SPELL,,Unlocked at Level 49.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slawomir Maniak,5,SHAMAN,true,6,38267,Just can't resist the opportunity to hang around with a bunch of totems.,5,OG_028,Thing from Below,SHAMAN,RARE,,OG,"[x]<b>Taunt</b>
Costs (1) less for each
Totem you've summoned
this game.",MINION,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,5,NEUTRAL,true,5,2058,"Dang, Bomber, calm down.",4,GVG_090,Madder Bomber,NEUTRAL,RARE,,GVG,<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,1,PALADIN,true,2,41866,"Sure, he'll return your stuff.  OVER HIS DEAD BODY!",2,UNG_953,Primalfin Champion,PALADIN,EPIC,,UNGORO,<b>Deathrattle:</b> Return any spells you cast on this minion to your hand.,MINION,DEATHRATTLE,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Mascho,2,NEUTRAL,true,2,40914,"""What'll it be?  A Jade Brew?  A Grimy Goose?  A Kabal Manatini?""",3,CFM_654,Friendly Bartender,NEUTRAL,COMMON,,GANGS,"At the end of your turn, restore 1 Health to your hero.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.M. Gist,,HUNTER,true,2,2094,Real hunters tame hungry crabs.,,GVG_017,Call Pet,HUNTER,RARE,,GVG,"Draw a card.
If it's a Beast, it costs (4) less.",SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Widermann,2,HUNTER,true,1,2642,"This is a ""bearly"" concealed reference.",1,AT_059,Brave Archer,HUNTER,COMMON,,TGT,"<b>Inspire:</b> If your hand is empty, deal 2 damage to the enemy hero.",MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daren Bader,1,NEUTRAL,true,2,530,Pirates and Parrots go together like Virmen and Carrots.,1,NEW1_016,Captain's Parrot,NEUTRAL,EPIC,,HOF,<b>Battlecry:</b> Draw a Pirate from your deck.,MINION,BATTLECRY,Unlocked when you have all the Golden Pirates from the Expert Set.,BEAST,Unlocked when you have all the Pirates from the Classic Set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,2,NEUTRAL,true,2,715,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",2,EX1_616,Mana Wraith,NEUTRAL,RARE,,EXPERT1,ALL minions cost (1) more.,MINION,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAGE,true,,2829,,30,HERO_08a,Medivh,MAGE,EPIC,,HERO_SKINS,,HERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Zemskov,7,WARRIOR,true,7,2881,No obsidian is safe around the Obsidian Destroyer!,7,LOE_009,Obsidian Destroyer,WARRIOR,COMMON,TAUNT,LOE,"At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.",MINION,,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Graciano,,PALADIN,true,4,943,"Given the number of kings who have been assassinated, are you sure you want their blessing?",,CS2_092,Blessing of Kings,PALADIN,FREE,,CORE,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,SPELL,,Unlocked at Level 49.,,Unlocked at Level 10.,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slawomir Maniak,3,WARLOCK,true,3,41875,"Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”",3,UNG_835,Chittering Tunneler,WARLOCK,EPIC,DISCOVER,UNGORO,<b>Battlecry:</b> <b>Discover</b> a spell. Deal damage to your hero equal to its Cost.,MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Cranford,3,PALADIN,true,3,38745,"As far as blades go, this one is pretty great in the motivation department.",,OG_222,Rallying Blade,PALADIN,RARE,DIVINE_SHIELD,OG,<b>Battlecry:</b> Give +1/+1 to your minions with <b>Divine Shield</b>.,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raven Mimura,,MAGE,true,3,195,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",,EX1_294,Mirror Entity,MAGE,COMMON,,EXPERT1,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.",SPELL,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Wang,,HUNTER,true,3,437,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",,NEW1_031,Animal Companion,HUNTER,FREE,,CORE,Summon a random Beast Companion.,SPELL,,Unlocked at Level 45.,,Unlocked at Level 2.,,,,,,,1,,,,,,,,,,,,,NEW1_032,NEW1_033,NEW1_034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler West Studios,5,MAGE,true,5,40988,She loves Frozen. I mean who doesn't?,5,CFM_671,Cryomancer,MAGE,COMMON,FREEZE,GANGS,"<b>Battlecry:</b> Gain +2/+2
if an enemy is <b>Frozen</b>.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Hildebrandt,1,WARRIOR,true,2,596,She accepts guild funds for repairs!,4,EX1_402,Armorsmith,WARRIOR,RARE,,EXPERT1,"Whenever a friendly minion takes damage, gain 1 Armor.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Zhang,6,MAGE,true,5,2875,"Despite the name, he's a solid conjurer.",3,LOE_003,Ethereal Conjurer,MAGE,COMMON,DISCOVER,LOE,<b>Battlecry: Discover</b> a spell.,MINION,BATTLECRY,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",,"Unlocked in Uldaman, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Hui,,ROGUE,true,1,990,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,,EX1_128,Conceal,ROGUE,COMMON,STEALTH,HOF,Give your minions <b>Stealth</b> until your next turn.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Azevedo,3,NEUTRAL,true,4,40407,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",3,CFM_619,Kabal Chemist,NEUTRAL,COMMON,,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,CFM_065,CFM_021,CFM_603,CFM_604,CFM_611,CFM_620,CFM_094,CFM_661,CFM_662,CFM_608,,MAGE,PRIEST,WARLOCK,KABAL,,,,,,,,,,,,,,,,,,,,
